"areasymbol","cokey","comppct_r"
"CA612",27305669,4
"CA612",27305670,2
"CA612",27305671,35
"CA612",27305672,50
"CA612",27305673,1
"CA612",27305674,2
"CA612",27305675,2
"CA612",27305676,2
"CA612",27305677,2
"CA612",27305678,3
"CA612",27305679,3
"CA612",27305680,2
"CA612",27305681,2
"CA612",27305682,1
"CA612",27305683,7
"CA612",27305684,2
"CA612",27305685,2
"CA612",27305686,2
"CA612",27305687,60
"CA612",27305688,20
"CA612",27305689,2
"CA612",27305690,60
"CA612",27305691,3
"CA612",27305692,4
"CA612",27305693,3
"CA612",27305694,30
"CA612",27305695,90
"CA612",27305696,2
"CA612",27305697,3
"CA612",27305698,5
"CA612",27305699,2
"CA612",27305700,2
"CA612",27305701,2
"CA612",27305702,2
"CA612",27305703,2
"CA612",27305704,5
"CA612",27305705,35
"CA612",27305706,50
"CA612",27305707,9
"CA612",27305708,80
"CA612",27305709,2
"CA612",27305710,2
"CA612",27305711,3
"CA612",27305712,4
"CA612",27305713,50
"CA612",27305714,1
"CA612",27305715,2
"CA612",27305716,1
"CA612",27305717,2
"CA612",27305718,2
"CA612",27305719,2
"CA612",27305720,40
"CA612",27305721,6
"CA612",27305722,2
"CA612",27305723,2
"CA612",27305724,2
"CA612",27305725,2
"CA612",27305726,2
"CA612",27305727,2
"CA612",27305728,2
"CA612",27305729,15
"CA612",27305730,25
"CA612",27305731,40
"CA612",27305732,20
"CA612",27305733,8
"CA612",27305734,5
"CA612",27305735,4
"CA612",27305736,3
"CA612",27305737,35
"CA612",27305738,25
"CA612",27305739,50
"CA612",27305740,15
"CA612",27305741,3
"CA612",27305742,4
"CA612",27305743,8
"CA612",27305744,20
"CA612",27305745,20
"CA612",27305746,8
"CA612",27305747,4
"CA612",27305748,4
"CA612",27305749,4
"CA612",27305750,60
"CA612",27305751,50
"CA612",27305752,4
"CA612",27305753,4
"CA612",27305754,4
"CA612",27305755,8
"CA612",27305756,30
"CA612",27305757,15
"CA612",27305758,60
"CA612",27305759,4
"CA612",27305760,2
"CA612",27305761,3
"CA612",27305762,1
"CA612",27305763,15
"CA612",27305764,15
"CA612",27305765,40
"CA612",27305766,30
"CA612",27305767,5
"CA612",27305768,5
"CA612",27305769,3
"CA612",27305770,2
"CA612",27305771,15
"CA612",27305772,40
"CA612",27305773,2
"CA612",27305774,3
"CA612",27305775,5
"CA612",27305776,5
"CA612",27305777,30
"CA612",27305778,2
"CA612",27305779,2
"CA612",27305780,1
"CA612",27305781,7
"CA612",27305782,2
"CA612",27305783,2
"CA612",27305784,2
"CA612",27305785,60
"CA612",27305786,20
"CA612",27305787,2
"CA612",27305788,20
"CA612",27305789,60
"CA612",27305790,2
"CA612",27305791,2
"CA612",27305792,2
"CA612",27305793,7
"CA612",27305794,1
"CA612",27305795,2
"CA612",27305796,2
"CA612",27305797,2
"CA612",27305798,60
"CA612",27305799,20
"CA612",27305800,5
"CA612",27305801,4
"CA612",27305802,1
"CA612",27305803,7
"CA612",27305804,2
"CA612",27305805,1
"CA612",27305806,35
"CA612",27305807,5
"CA612",27305808,3
"CA612",27305809,2
"CA612",27305810,2
"CA612",27305811,3
"CA612",27305812,50
"CA612",27305813,50
"CA612",27305814,3
"CA612",27305815,3
"CA612",27305816,3
"CA612",27305817,2
"CA612",27305818,2
"CA612",27305819,1
"CA612",27305820,1
"CA612",27305821,35
"CA612",27305822,35
"CA612",27305823,50
"CA612",27305824,2
"CA612",27305825,1
"CA612",27305826,3
"CA612",27305827,2
"CA612",27305828,2
"CA612",27305829,2
"CA612",27305830,3
"CA612",27305831,5
"CA612",27305832,2
"CA612",27305833,5
"CA612",27305834,85
"CA612",27305835,3
"CA612",27305836,80
"CA612",27305837,3
"CA612",27305838,3
"CA612",27305839,1
"CA612",27305840,1
"CA612",27305841,1
"CA612",27305842,1
"CA612",27305843,1
"CA612",27305844,5
"CA612",27305845,4
"CA612",27305846,75
"CA612",27305847,1
"CA612",27305848,1
"CA612",27305849,1
"CA612",27305850,1
"CA612",27305851,1
"CA612",27305852,5
"CA612",27305853,5
"CA612",27305854,5
"CA612",27305855,4
"CA612",27305856,1
"CA612",27305857,80
"CA612",27305858,3
"CA612",27305859,5
"CA612",27305860,5
"CA612",27305861,5
"CA612",27305862,2
"CA612",27305863,35
"CA612",27305864,55
"CA612",27305865,1
"CA612",27305866,9
"CA612",27305867,30
"CA612",27305868,50
"CA612",27305869,5
"CA612",27305870,4
"CA612",27305871,9
"CA612",27305872,2
"CA612",27305873,50
"CA612",27305874,30
"CA612",27305875,3
"CA612",27305876,9
"CA612",27305877,2
"CA612",27305878,2
"CA612",27305879,4
"CA612",27305880,30
"CA612",27305881,50
"CA612",27305882,2
"CA612",27305883,2
"CA612",27305884,3
"CA612",27305885,9
"CA612",27305886,2
"CA612",27305887,2
"CA612",27305888,85
"CA612",27305889,10
"CA612",27305890,5
"CA612",27305891,4
"CA612",27305892,6
"CA612",27305893,4
"CA612",27305894,6
"CA612",27305895,80
"CA612",27305896,85
"CA612",27305897,10
"CA612",27305898,3
"CA612",27305899,2
"CA612",27305900,30
"CA612",27305901,45
"CA612",27305902,15
"CA612",27305903,2
"CA612",27305904,3
"CA612",27305905,5
"CA612",27305906,35
"CA612",27305907,50
"CA612",27305908,1
"CA612",27305909,2
"CA612",27305910,4
"CA612",27305911,4
"CA612",27305912,4
"CA612",27305913,50
"CA612",27305914,35
"CA612",27305915,4
"CA612",27305916,5
"CA612",27305917,2
"CA612",27305918,2
"CA612",27305919,2
"CA612",27305920,5
"CA612",27305921,4
"CA612",27305922,2
"CA612",27305923,2
"CA612",27305924,2
"CA612",27305925,50
"CA612",27305926,35
"CA612",27305927,35
"CA612",27305928,50
"CA612",27305929,5
"CA612",27305930,4
"CA612",27305931,2
"CA612",27305932,2
"CA612",27305933,2
"CA612",27305934,5
"CA612",27305935,5
"CA612",27305936,2
"CA612",27305937,5
"CA612",27305938,3
"CA612",27305939,45
"CA612",27305940,35
"CA612",27305941,20
"CA612",27305942,35
"CA612",27305943,10
"CA612",27305944,20
"CA612",27305945,1
"CA612",27305946,2
"CA612",27305947,3
"CA612",27305948,3
"CA612",27305949,3
"CA612",27305950,3
"CA612",27305951,10
"CA612",27305952,5
"CA612",27305953,3
"CA612",27305954,5
"CA612",27305955,2
"CA612",27305956,35
"CA612",27305957,20
"CA612",27305958,20
"CA612",27305959,10
"CA612",27305960,5
"CA612",27305961,3
"CA612",27305962,2
"CA612",27305963,2
"CA612",27305964,3
"CA612",27305965,35
"CA612",27305966,20
"CA612",27305967,20
"CA612",27305968,10
"CA612",27305969,20
"CA612",27305970,20
"CA612",27305971,35
"CA612",27305972,5
"CA612",27305973,5
"CA612",27305974,2
"CA612",27305975,3
"CA612",27305976,80
"CA612",27305977,4
"CA612",27305978,4
"CA612",27305979,4
"CA612",27305980,4
"CA612",27305981,4
"CA612",27305982,80
"CA612",27305983,4
"CA612",27305984,4
"CA612",27305985,4
"CA612",27305986,4
"CA612",27305987,4
"CA612",27305988,80
"CA612",27305989,4
"CA612",27305990,4
"CA612",27305991,4
"CA612",27305992,4
"CA612",27305993,4
"CA612",27305994,90
"CA612",27305995,1
"CA612",27305996,2
"CA612",27305997,2
"CA612",27305998,5
"CA612",27305999,3
"CA612",27306000,3
"CA612",27306001,2
"CA612",27306002,2
"CA612",27306003,40
"CA612",27306004,50
"CA612",27306005,5
"CA612",27306006,85
"CA612",27306007,3
"CA612",27306008,2
"CA612",27306009,5
"CA612",27306010,3
"CA612",27306011,3
"CA612",27306012,3
"CA612",27306013,2
"CA612",27306014,2
"CA612",27306015,2
"CA612",27306016,85
"CA612",27306017,29
"CA612",27306018,20
"CA612",27306019,31
"CA612",27306020,12
"CA612",27306021,8
"CA612",27306022,45
"CA612",27306023,40
"CA612",27306024,2
"CA612",27306025,2
"CA612",27306026,5
"CA612",27306027,2
"CA612",27306028,1
"CA612",27306029,2
"CA612",27306030,1
"CA612",27306031,40
"CA612",27306032,2
"CA612",27306033,1
"CA612",27306034,2
"CA612",27306035,5
"CA612",27306036,2
"CA612",27306037,3
"CA612",27306038,45
"CA612",27306039,15
"CA612",27306040,15
"CA612",27306041,8
"CA612",27306042,35
"CA612",27306043,5
"CA612",27306044,8
"CA612",27306045,5
"CA612",27306046,5
"CA612",27306047,4
"CA612",27306048,60
"CA612",27306049,5
"CA612",27306050,20
"CA612",27306051,2
"CA612",27306052,2
"CA612",27306053,2
"CA612",27306054,9
"CA612",27306055,20
"CA612",27306056,25
"CA612",27306057,40
"CA612",27306058,5
"CA612",27306059,10
"CA612",27306060,20
"CA612",27306061,2
"CA612",27306062,4
"CA612",27306063,2
"CA612",27306064,5
"CA612",27306065,2
"CA612",27306066,35
"CA612",27306067,30
"CA612",27306068,5
"CA612",27306069,5
"CA612",27306070,3
"CA612",27306071,2
"CA612",27306072,50
"CA612",27306073,35
"CA612",27306074,3
"CA612",27306075,35
"CA612",27306076,3
"CA612",27306077,2
"CA612",27306078,3
"CA612",27306079,2
"CA612",27306080,2
"CA612",27306081,50
"CA612",27306082,50
"CA612",27306083,35
"CA612",27306084,3
"CA612",27306085,2
"CA612",27306086,3
"CA612",27306087,2
"CA612",27306088,5
"CA612",27306089,50
"CA612",27306090,35
"CA612",27306091,3
"CA612",27306092,2
"CA612",27306093,3
"CA612",27306094,5
"CA612",27306095,2
"CA612",27306096,30
"CA612",27306097,5
"CA612",27306098,5
"CA612",27306099,5
"CA612",27306100,3
"CA612",27306101,50
"CA612",27306102,2
"CA612",27306103,55
"CA612",27306104,2
"CA612",27306105,2
"CA612",27306106,5
"CA612",27306107,5
"CA612",27306108,30
"CA612",27306109,1
"CA612",27306110,30
"CA612",27306111,7
"CA612",27306112,6
"CA612",27306113,55
"CA612",27306114,1
"CA612",27306115,1
"CA612",27306116,2
"CA612",27306117,2
"CA612",27306118,2
"CA612",27306119,50
"CA612",27306120,2
"CA612",27306121,40
"CA612",27306122,2
"CA612",27306123,40
"CA612",27306124,50
"CA612",27306125,1
"CA612",27306126,2
"CA612",27306127,2
"CA612",27306128,2
"CA612",27306129,2
"CA612",27306130,1
"CA612",27306131,45
"CA612",27306132,40
"CA612",27306133,3
"CA612",27306134,2
"CA612",27306135,9
"CA612",27306136,1
"CA612",27306137,3
"CA612",27306138,5
"CA612",27306139,2
"CA612",27306140,2
"CA612",27306141,40
"CA612",27306142,45
"CA612",27306143,3
"CA612",27306144,80
"CA612",27306145,6
"CA612",27306146,3
"CA612",27306147,3
"CA612",27306148,2
"CA612",27306149,2
"CA612",27306150,2
"CA612",27306151,2
"CA612",27306152,80
"CA612",27306153,1
"CA612",27306154,2
"CA612",27306155,2
"CA612",27306156,2
"CA612",27306157,2
"CA612",27306158,2
"CA612",27306159,3
"CA612",27306160,3
"CA612",27306161,3
"CA612",27306162,20
"CA612",27306163,35
"CA612",27306164,40
"CA612",27306165,1
"CA612",27306166,1
"CA612",27306167,3
"CA612",27306168,15
"CA612",27306169,35
"CA612",27306170,40
"CA612",27306171,3
"CA612",27306172,3
"CA612",27306173,2
"CA612",27306174,2
"CA612",27306175,15
"CA612",27306176,35
"CA612",27306177,40
"CA612",27306178,2
"CA612",27306179,2
"CA612",27306180,3
"CA612",27306181,3
"CA612",27306182,35
"CA612",27306183,50
"CA612",27306184,10
"CA612",27306185,2
"CA612",27306186,1
"CA612",27306187,1
"CA612",27306188,1
"CA612",27306189,25
"CA612",27306190,60
"CA612",27306191,1
"CA612",27306192,2
"CA612",27306193,2
"CA612",27306194,2
"CA612",27306195,8
"CA612",27306196,20
"CA612",27306197,25
"CA612",27306198,40
"CA612",27306199,10
"CA612",27306200,4
"CA612",27306201,1
"CA612",27306202,15
"CA612",27306203,30
"CA612",27306204,40
"CA612",27306205,2
"CA612",27306206,5
"CA612",27306207,8
"CA612",27306208,65
"CA612",27306209,2
"CA612",27306210,3
"CA612",27306211,5
"CA612",27306212,7
"CA612",27306213,8
"CA612",27306214,10
"CA612",27306215,75
"CA612",27306216,10
"CA612",27306217,5
"CA612",27306218,5
"CA612",27306219,5
"CA612",27306220,80
"CA612",27306221,5
"CA612",27306222,5
"CA612",27306223,2
"CA612",27306224,8
"CA612",27306225,75
"CA612",27306226,5
"CA612",27306227,10
"CA612",27306228,5
"CA612",27306229,5
"CA612",27306230,80
"CA612",27306231,10
"CA612",27306232,5
"CA612",27306233,5
"CA612",27306234,70
"CA612",27306235,4
"CA612",27306236,5
"CA612",27306237,5
"CA612",27306238,5
"CA612",27306239,8
"CA612",27306240,3
"CA612",27306241,6
"CA612",27306242,6
"CA612",27306243,6
"CA612",27306244,6
"CA612",27306245,6
"CA612",27306246,70
"CA612",27306247,70
"CA612",27306248,6
"CA612",27306249,3
"CA612",27306250,6
"CA612",27306251,6
"CA612",27306252,3
"CA612",27306253,3
"CA612",27306254,3
"CA612",27306255,3
"CA612",27306256,3
"CA612",27306257,3
"CA612",27306258,5
"CA612",27306259,5
"CA612",27306260,6
"CA612",27306261,5
"CA612",27306262,70
"CA612",27306263,75
"CA612",27306264,5
"CA612",27306265,5
"CA612",27306266,5
"CA612",27306267,10
"CA612",27306268,75
"CA612",27306269,5
"CA612",27306270,10
"CA612",27306271,5
"CA612",27306272,5
"CA612",27306273,75
"CA612",27306274,10
"CA612",27306275,13
"CA612",27306276,2
"CA612",27306277,80
"CA612",27306278,10
"CA612",27306279,10
"CA612",27306280,80
"CA612",27306281,10
"CA612",27306282,10
"CA612",27306283,50
"CA612",27306284,40
"CA612",27306285,2
"CA612",27306286,2
"CA612",27306287,6
"CA612",27306288,50
"CA612",27306289,40
"CA612",27306290,6
"CA612",27306291,2
"CA612",27306292,2
"CA612",27306293,60
"CA612",27306294,30
"CA612",27306295,4
"CA612",27306296,4
"CA612",27306297,2
"CA612",27306298,60
"CA612",27306299,30
"CA612",27306300,8
"CA612",27306301,2
"CA612",27306302,50
"CA612",27306303,40
"CA612",27306304,2
"CA612",27306305,8
"CA612",27306306,80
"CA612",27306307,8
"CA612",27306308,2
"CA612",27306309,3
"CA612",27306310,2
"CA612",27306311,1
"CA612",27306312,2
"CA612",27306313,2
"CA612",27306314,39
"CA612",27306315,41
"CA612",27306316,5
"CA612",27306317,5
"CA612",27306318,10
"CA612",27306319,70
"CA612",27306320,20
"CA612",27306321,5
"CA612",27306322,5
"CA612",27306323,5
"CA612",27306324,5
"CA612",27306325,20
"CA612",27306326,70
"CA612",27306327,60
"CA612",27306328,5
"CA612",27306329,5
"CA612",27306330,5
"CA612",27306331,1
"CA612",27306332,15
"CA612",27306333,4
"CA612",27306334,5
"CA612",27306335,65
"CA612",27306336,6
"CA612",27306337,9
"CA612",27306338,5
"CA612",27306339,3
"CA612",27306340,8
"CA612",27306341,4
"CA612",27306342,40
"CA612",27306343,45
"CA612",27306344,4
"CA612",27306345,4
"CA612",27306346,2
"CA612",27306347,2
"CA612",27306348,2
"CA612",27306349,1
"CA612",27306350,2
"CA612",27306351,1
"CA612",27306352,2
"CA612",27306353,2
"CA612",27306354,1
"CA612",27306355,2
"CA612",27306356,15
"CA612",27306357,35
"CA612",27306358,40
"CA612",27306359,15
"CA612",27306360,25
"CA612",27306361,40
"CA612",27306362,1
"CA612",27306363,1
"CA612",27306364,1
"CA612",27306365,2
"CA612",27306366,2
"CA612",27306367,3
"CA612",27306368,10
"CA612",27306369,25
"CA612",27306370,40
"CA612",27306371,20
"CA612",27306372,3
"CA612",27306373,3
"CA612",27306374,3
"CA612",27306375,3
"CA612",27306376,3
"CA612",27306377,95
"CA612",27306378,3
"CA612",27306379,2
"CA612",27306380,100
"CA612",27306381,100
"CA612",27306382,28
"CA612",27306383,32
"CA612",27306384,2
"CA612",27306385,1
"CA612",27306386,3
"CA612",27306387,3
"CA612",27306388,1
"CA612",27306389,30
"CA612",27306390,30
"CA612",27306391,40
"CA612",27306392,25
"CA612",27306393,5
"CA612",27306394,10
"CA612",27306395,20
"CA612",27306396,20
"CA612",27306397,45
"CA612",27306398,1
"CA612",27306399,2
"CA612",27306400,2
"CA612",27306401,35
"CA612",27306402,55
"CA612",27306403,5
"CA612",27306404,5
"CA612",27306405,80
"CA612",27306406,2
"CA612",27306407,2
"CA612",27306408,6
"CA612",27306409,6
"CA612",27306410,4
"CA612",27306411,30
"CA612",27306412,2
"CA612",27306413,3
"CA612",27306414,5
"CA612",27306415,35
"CA612",27306416,25
"CA612",27306417,40
"CA612",27306418,45
"CA612",27306419,3
"CA612",27306420,2
"CA612",27306421,2
"CA612",27306422,3
"CA612",27306423,5
"CA612",27306424,35
"CA612",27306425,2
"CA612",27306426,2
"CA612",27306427,5
"CA612",27306428,2
"CA612",27306429,4
"CA612",27306430,5
"CA612",27306431,45
"CA612",27306432,25
"CA612",27306433,30
"CA612",27306434,35
"CA612",27306435,2
"CA612",27306436,2
"CA612",27306437,4
"CA612",27306438,1
"CA612",27306439,1
"CA612",27306440,35
"CA612",27306441,55
"CA612",27306442,2
"CA612",27306443,2
"CA612",27306444,3
"CA612",27306445,3
"CA612",27306446,75
"CA612",27306447,3
"CA612",27306448,3
"CA612",27306449,4
"CA612",27306450,5
"CA612",27306451,10
"CA612",27306452,90
"CA612",27306453,2
"CA612",27306454,4
"CA612",27306455,4
"CA612",27306456,15
"CA612",27306457,20
"CA612",27306458,50
"CA612",27306459,2
"CA612",27306460,2
"CA612",27306461,3
"CA612",27306462,8
"CA612",27306463,3
"CA612",27306464,5
"CA612",27306465,2
"CA612",27306466,90
"CA612",27306467,15
"CA612",27306468,55
"CA612",27306469,20
"CA612",27306470,2
"CA612",27306471,2
"CA612",27306472,2
"CA612",27306473,2
"CA612",27306474,2
"CA612",27306475,35
"CA612",27306476,50
"CA612",27306477,2
"CA612",27306478,3
"CA612",27306479,5
"CA612",27306480,3
"CA612",27306481,2
"CA612",27306482,80
"CA612",27306483,2
"CA612",27306484,5
"CA612",27306485,5
"CA612",27306486,8
"CA612",27306487,5
"CA612",27306488,95
"CA612",27306489,95
"CA612",27306490,5
"CA612",27306491,35
"CA612",27306492,45
"CA612",27306493,3
"CA612",27306494,4
"CA612",27306495,4
"CA612",27306496,2
"CA612",27306497,7
"CA612",27306498,35
"CA612",27306499,45
"CA612",27306500,4
"CA612",27306501,3
"CA612",27306502,3
"CA612",27306503,4
"CA612",27306504,3
"CA612",27306505,3
"CA612",27306506,35
"CA612",27306507,25
"CA612",27306508,20
"CA612",27306509,5
"CA612",27306510,5
"CA612",27306511,5
"CA612",27306512,5
"CA612",27306513,80
"CA612",27306514,4
"CA612",27306515,4
"CA612",27306516,4
"CA612",27306517,4
"CA612",27306518,4
"CA612",27306519,40
"CA612",27306520,25
"CA612",27306521,20
"CA612",27306522,3
"CA612",27306523,3
"CA612",27306524,3
"CA612",27306525,3
"CA612",27306526,3
"CA612",27306527,45
"CA612",27306528,20
"CA612",27306529,15
"CA612",27306530,5
"CA612",27306531,5
"CA612",27306532,5
"CA612",27306533,5
"CA612",27306534,40
"CA612",27306535,5
"CA612",27306536,30
"CA612",27306537,25
"CA612",27306538,80
"CA612",27306539,2
"CA612",27306540,3
"CA612",27306541,5
"CA612",27306542,10
"CA612",27306543,75
"CA612",27306544,2
"CA612",27306545,3
"CA612",27306546,3
"CA612",27306547,5
"CA612",27306548,12
"CA612",27306549,80
"CA612",27306550,10
"CA612",27306551,5
"CA612",27306552,5
"CA612",27306553,80
"CA612",27306554,10
"CA612",27306555,5
"CA612",27306556,5
"CA612",27306557,80
"CA612",27306558,10
"CA612",27306559,5
"CA612",27306560,5
"CA612",27306561,80
"CA612",27306562,4
"CA612",27306563,4
"CA612",27306564,4
"CA612",27306565,4
"CA612",27306566,4
"CA612",27306567,85
"CA612",27306568,3
"CA612",27306569,3
"CA612",27306570,9
"CA612",27306571,45
"CA612",27306572,9
"CA612",27306573,3
"CA612",27306574,3
"CA612",27306575,40
"CA612",27306576,85
"CA612",27306577,5
"CA612",27306578,5
"CA612",27306579,3
"CA612",27306580,2
"CA612",27306581,85
"CA612",27306582,5
"CA612",27306583,5
"CA612",27306584,3
"CA612",27306585,2
"CA612",27306586,5
"CA612",27306587,5
"CA612",27306588,3
"CA612",27306589,2
"CA612",27306590,85
"CA612",27306591,85
"CA612",27306592,5
"CA612",27306593,5
"CA612",27306594,3
"CA612",27306595,2
"CA612",27306596,85
"CA612",27306597,3
"CA612",27306598,3
"CA612",27306599,3
"CA612",27306600,4
"CA612",27306601,2
"CA612",27306602,15
"CA612",27306603,30
"CA612",27306604,20
"CA612",27306605,3
"CA612",27306606,5
"CA612",27306607,2
"CA612",27306608,25
"CA612",27306609,40
"CA612",27306610,45
"CA612",27306611,2
"CA612",27306612,2
"CA612",27306613,5
"CA612",27306614,6
"CA612",27306615,40
"CA612",27306616,25
"CA612",27306617,20
"CA612",27306618,6
"CA612",27306619,3
"CA612",27306620,3
"CA612",27306621,3
"CA612",27306626,85
"CA612",27306627,2
"CA612",27306628,2
"CA612",27306629,2
"CA612",27306630,2
"CA612",27306631,2
"CA612",27306632,1
"CA612",27306633,1
"CA612",27306634,2
"CA612",27306635,1
"CA612",27306636,85
"CA612",27306637,5
"CA612",27306638,5
"CA612",27306639,5
"CA612",27306640,5
"CA612",27306641,5
"CA612",27306642,90
"CA612",27306643,90
"CA612",27306644,5
"CA612",27306645,3
"CA612",27306646,2
"CA612",27306647,80
"CA612",27306648,10
"CA612",27306649,5
"CA612",27306650,5
"CA612",27306651,80
"CA612",27306652,4
"CA612",27306653,4
"CA612",27306654,4
"CA612",27306655,4
"CA612",27306656,4
"CA612",27306657,80
"CA612",27306658,4
"CA612",27306659,4
"CA612",27306660,4
"CA612",27306661,4
"CA612",27306662,4
"CA612",27306663,80
"CA612",27306664,5
"CA612",27306665,5
"CA612",27306666,5
"CA612",27306667,5
"CA612",27306676,90
"CA612",27306677,5
"CA612",27306678,2
"CA612",27306679,2
"CA612",27306680,1
"CA612",27306681,85
"CA612",27306682,5
"CA612",27306683,5
"CA612",27306684,5
"CA612",27306685,70
"CA612",27306686,5
"CA612",27306687,5
"CA612",27306688,5
"CA612",27306689,5
"CA612",27306690,5
"CA612",27306691,5
"CA612",27306692,40
"CA612",27306693,50
"CA612",27306694,2
"CA612",27306695,2
"CA612",27306696,3
"CA612",27306697,3
"CA612",27306698,80
"CA612",27306699,1
"CA612",27306700,2
"CA612",27306701,2
"CA612",27306702,2
"CA612",27306703,2
"CA612",27306704,3
"CA612",27306705,3
"CA612",27306706,5
"CA612",27306707,80
"CA612",27306708,5
"CA612",27306709,5
"CA612",27306710,2
"CA612",27306711,2
"CA612",27306712,4
"CA612",27306713,2
"CA612",27306714,80
"CA612",27306715,5
"CA612",27306716,5
"CA612",27306717,4
"CA612",27306718,2
"CA612",27306719,2
"CA612",27306720,2
"CA612",27306721,40
"CA612",27306722,50
"CA612",27306723,2
"CA612",27306724,2
"CA612",27306725,2
"CA612",27306726,3
"CA612",27306727,1
"CA612",27306728,60
"CA612",27306729,3
"CA612",27306730,2
"CA612",27306731,2
"CA612",27306732,2
"CA612",27306733,1
"CA612",27306734,30
"CA612",27306735,60
"CA612",27306736,25
"CA612",27306737,1
"CA612",27306738,1
"CA612",27306739,2
"CA612",27306740,3
"CA612",27306741,4
"CA612",27306742,4
"CA612",27306743,75
"CA612",27306744,4
"CA612",27306745,4
"CA612",27306746,4
"CA612",27306747,4
"CA612",27306748,4
"CA612",27306749,5
"CA612",27306750,75
"CA612",27306751,4
"CA612",27306752,4
"CA612",27306753,4
"CA612",27306754,5
"CA612",27306755,4
"CA612",27306756,4
"CA612",27306757,100
"CA612",27306758,80
"CA612",27306759,7
"CA612",27306760,6
"CA612",27306761,7
"CA612",27306762,80
"CA612",27306763,5
"CA612",27306764,5
"CA612",27306765,5
"CA612",27306766,5
"CA612",27306775,80
"CA612",27306776,4
"CA612",27306777,4
"CA612",27306778,4
"CA612",27306779,4
"CA612",27306780,4
"CA612",27306781,100
"CA612",27307585,20
"CA612",27307586,16
"CA612",27307587,14
"CA612",27307588,13
"CA612",27307589,6
"CA612",27307590,5
"CA612",27307591,9
"CA612",27307592,8
"CA612",27307593,4
"CA612",27307594,3
"CA612",27307595,2
"CA612",27307807,85
"CA612",27307808,5
"CA612",27307809,10
"CA713",26883214,5
"CA713",26883215,5
"CA713",26883216,5
"CA713",26883217,85
"CA713",27070632,85
"CA713",27070633,5
"CA713",27070634,10
"CA713",27070635,85
"CA713",27070636,5
"CA713",27070637,10
"CA713",27070638,85
"CA713",27070639,10
"CA713",27070640,5
"CA713",27070641,85
"CA713",27070642,10
"CA713",27070643,5
"CA713",27070644,35
"CA713",27070645,50
"CA713",27070646,5
"CA713",27070647,5
"CA713",27070648,5
"CA713",27070649,35
"CA713",27070650,50
"CA713",27070651,5
"CA713",27070652,5
"CA713",27070653,5
"CA713",27070654,50
"CA713",27070655,35
"CA713",27070656,5
"CA713",27070657,5
"CA713",27070658,5
"CA713",27070659,35
"CA713",27070660,50
"CA713",27070661,15
"CA713",27070662,15
"CA713",27070663,30
"CA713",27070664,40
"CA713",27070665,5
"CA713",27070666,5
"CA713",27070667,5
"CA713",27070668,35
"CA713",27070669,60
"CA713",27070670,1
"CA713",27070671,2
"CA713",27070672,2
"CA713",27070673,85
"CA713",27070674,5
"CA713",27070675,10
"CA713",27070676,85
"CA713",27070677,3
"CA713",27070678,3
"CA713",27070679,4
"CA713",27070680,5
"CA713",27070681,85
"CA713",27070682,5
"CA713",27070683,4
"CA713",27070684,3
"CA713",27070685,3
"CA713",27070686,85
"CA713",27070687,5
"CA713",27070688,4
"CA713",27070689,3
"CA713",27070690,3
"CA713",27070691,35
"CA713",27070692,60
"CA713",27070693,2
"CA713",27070694,3
"CA713",27070695,25
"CA713",27070696,60
"CA713",27070697,5
